epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
1,0.91333485,0.96162647,0.29719256702373675,0.8725,0.84565157,0.41635302871465685
2,0.91813713,0.96097213,0.28853455078716334,0.869375,0.8484751,0.4156007793545723
3,0.9197007,0.96290183,0.28516908133099167,0.8675,0.8437872,0.4177994121611118
4,0.9155685,0.9643888,0.28495810077889094,0.868125,0.844973,0.41701230973005293
5,0.9208175,0.9641198,0.2851676275707766,0.869375,0.8425127,0.4175595445930958
6,0.922046,0.9643029,0.2836009710661023,0.863125,0.8347714,0.4201385271549225
7,0.91925395,0.9637509,0.28459289028944385,0.864375,0.83594084,0.42073881939053537
8,0.9232745,0.9672995,0.28122558757106936,0.86375,0.8418177,0.4240392681956291
9,0.92238104,0.96544564,0.28321431185455226,0.860625,0.8380363,0.42805749133229254
10,0.9228278,0.9654041,0.28243796881525435,0.859375,0.8303537,0.42819259166717527
11,0.9210409,0.9651089,0.2818416177041567,0.87,0.8113044,0.44940541446208954
12,0.9219343,0.96515244,0.28143069814405514,0.856875,0.8357561,0.42579348653554916
13,0.9198124,0.9653602,0.2813850906589134,0.86125,0.8376176,0.4280972188711166
14,0.9184722,0.9634945,0.28323497085505256,0.8625,0.8295625,0.423840759396553
15,0.9232745,0.9676524,0.27966879512919146,0.864375,0.82798177,0.4569386503100395
16,0.92372125,0.9667895,0.28022653739820347,0.831875,0.8442885,0.45502811640501023
17,0.9189189,0.9653221,0.2813371115559469,0.850625,0.8406739,0.42895603910088537
18,0.9233862,0.9666338,0.28029589819301043,0.8525,0.8419003,0.42637794896960257
19,0.9240563,0.969012,0.27864288276584387,0.85875,0.8357951,0.4368502807617187
20,0.922046,0.9677072,0.28007537121881404,0.845625,0.82060385,0.44397041097283363
21,0.9265133,0.9684438,0.2786380145261936,0.833125,0.8024687,0.4570414784550667
22,0.9239446,0.9670065,0.2786154541681461,0.85,0.84246016,0.43071549892425537
23,0.9209292,0.9688309,0.27852670914604377,0.865625,0.83717763,0.4397555822134018
24,0.92472637,0.9702561,0.2760590819913627,0.856875,0.83946097,0.4252141259610653
25,0.92550814,0.97053385,0.2765734437249829,0.851875,0.8451788,0.4245279507339001
26,0.9270717,0.9710674,0.2752151669722624,0.864375,0.8445002,0.4274623569846153
27,0.9304222,0.9731479,0.27353382418138095,0.839375,0.8419843,0.44218108713626864
28,0.9283002,0.9751917,0.2716566595164212,0.86125,0.83697057,0.4282987801730633
29,0.93287915,0.9749864,0.2716104466254247,0.85,0.8324251,0.434672784358263
30,0.93399596,0.9764006,0.2699544854247466,0.864375,0.84081346,0.4282110196352005
31,0.93310255,0.9773792,0.2688084675553709,0.85625,0.8396337,0.4271251015365124
0,0.9214876,0.9647538,0.28395070248425525,0.87125,0.8494659,0.41494781225919725
1,0.9169086,0.9652525,0.2852967976691709,0.870625,0.84821993,0.41448269695043566
